actor_a,actor_b,weight
Arnold Schwarzenegger,Michael Rapaport,1
Arnold Schwarzenegger,Michael Rooker,1
Arnold Schwarzenegger,Tony Goldwyn,1
Michael Rapaport,Michael Rooker,1
Michael Rapaport,Tony Goldwyn,1
Michael Rooker,Tony Goldwyn,1
Biff Yeager,Ian Michael Giatti,1
Biff Yeager,Kristi Somers,1
Biff Yeager,Richard Blade,1
Ian Michael Giatti,Kristi Somers,1
Ian Michael Giatti,Richard Blade,1
Kristi Somers,Richard Blade,1
Jason Bateman,Olivia Munn,1
Jason Bateman,T.J. Miller,1
Jennifer Aniston,Olivia Munn,1
Jennifer Aniston,T.J. Miller,1
Olivia Munn,T.J. Miller,1
Bill Fagerbakke,Rodger Bumpass,1
Bill Fagerbakke,Tim Hill,1
Clancy Brown,Rodger Bumpass,1
Clancy Brown,Tim Hill,1
Rodger Bumpass,Tim Hill,1
Charles Grodin,Gene Wilder,1
Charles Grodin,Joseph Bologna,1
Charles Grodin,Kelly Lebrock,1
Gene Wilder,Joseph Bologna,1
Gene Wilder,Kelly Lebrock,1
Joseph Bologna,Kelly Lebrock,1
Chi Mcbride,David Koechner,1
Chi Mcbride,Dax Shepard,1
Anne Hathaway,Gary Oldman,1
David Koechner,Dax Shepard,1
David Koechner,Will Arnett,1
Dax Shepard,Will Arnett,1
Brendan Fraser,Elijah Wood,1
Brendan Fraser,Norman Reedus,1
Brendan Fraser,Paul Walker,1
Elijah Wood,Norman Reedus,1
Elijah Wood,Paul Walker,1
Norman Reedus,Paul Walker,1
Clint Eastwood,David Huffman,1
Clint Eastwood,Freddie Jones,1
Clint Eastwood,Warren Clarke,1
David Huffman,Freddie Jones,1
David Huffman,Warren Clarke,1
Freddie Jones,Warren Clarke,1
Ellen Barkin,John Leguizamo,1
Ellen Barkin,Wesley Snipes,1
John Leguizamo,Robert De Niro,1
Robert De Niro,Wesley Snipes,1
Art Metrano,John P. Ryan,1
Art Metrano,Richard Gere,1
Art Metrano,Valerie Kaprisky,1
John P. Ryan,Richard Gere,1
John P. Ryan,Valerie Kaprisky,1
Richard Gere,Valerie Kaprisky,1
Diego Luna,John Slattery,1
Diego Luna,Romola Garai,1
Diego Luna,Sela Ward,1
John Slattery,Romola Garai,1
John Slattery,Sela Ward,1
Romola Garai,Sela Ward,1
Basil Wallace,Joanna Pacula,1
Basil Wallace,Keith David,1
Basil Wallace,Steven Seagal,1
Joanna Pacula,Keith David,1
Joanna Pacula,Steven Seagal,1
Keith David,Steven Seagal,1
Aubrey Plaza,Chris Evans,1
Aubrey Plaza,Michelle Monaghan,1
Aubrey Plaza,Topher Grace,1
Chris Evans,Michelle Monaghan,1
Chris Evans,Topher Grace,1
Michelle Monaghan,Topher Grace,1
Ewan Mcgregor,Joel Edgerton,1
Joel Edgerton,Natalie Portman,1
Joel Edgerton,Rodrigo Santoro,1
Natalie Portman,Rodrigo Santoro,1
Ali Larter,Colin Farrell,1
Ali Larter,Gabriel Macht,1
Ali Larter,Scott Caan,1
Colin Farrell,Scott Caan,1
Gabriel Macht,Scott Caan,1
Chiwetel Ejiofor,Joaquin Phoenix,1
Chiwetel Ejiofor,Rooney Mara,1
Chiwetel Ejiofor,Tahar Rahim,1
Joaquin Phoenix,Tahar Rahim,1
Rooney Mara,Tahar Rahim,1
Craig Gellis,Emma Roberts,1
Craig Gellis,Max Thieriot,1
Craig Gellis,Tate Donovan,1
Emma Roberts,Max Thieriot,1
Emma Roberts,Tate Donovan,1
Max Thieriot,Tate Donovan,1
Amanda Peet,Billy Connolly,1
Amanda Peet,David Duchovny,1
Amanda Peet,Gillian Anderson,1
Billy Connolly,David Duchovny,1
Billy Connolly,Gillian Anderson,1
Alex Datcher,Bruce Payne,1
Alex Datcher,Tom Sizemore,1
Alex Datcher,Wesley Snipes,1
Bruce Payne,Tom Sizemore,1
Bruce Payne,Wesley Snipes,1
Tom Sizemore,Wesley Snipes,1
Andre Royo,Cuba Gooding Jr.,1
Andre Royo,David Oyelowo,1
Andre Royo,Gerald Mcraney,1
Cuba Gooding Jr.,David Oyelowo,1
Cuba Gooding Jr.,Gerald Mcraney,1
David Oyelowo,Gerald Mcraney,1
Christian Bale,John Hurt,1
Christian Bale,Nicolas Cage,1
Christian Bale,Penelope Cruz,1
John Hurt,Nicolas Cage,1
John Hurt,Penelope Cruz,1
Nicolas Cage,Penelope Cruz,1
Chance Hurstfield,Marianne Jean-Baptiste,1
Chance Hurstfield,Mel Gibson,1
Chance Hurstfield,Walton Goggins,1
Marianne Jean-Baptiste,Mel Gibson,1
Marianne Jean-Baptiste,Walton Goggins,1
Mel Gibson,Walton Goggins,1
Luke Vanek,Mason Cook,1
Luke Vanek,Steve Buscemi,1
Luke Vanek,Steve Carell,1
Mason Cook,Steve Buscemi,1
Mason Cook,Steve Carell,1
Steve Buscemi,Steve Carell,1
Garret Dillahunt,Jason Momoa,1
Garret Dillahunt,Jill Wagner,1
Garret Dillahunt,Stephen Lang,1
Jason Momoa,Jill Wagner,1
Anne Hathaway,Tom Hardy,1
Jill Wagner,Stephen Lang,1
Christian Slater,Minnie Driver,1
Christian Slater,Randy Quaid,1
Minnie Driver,Morgan Freeman,1
Minnie Driver,Randy Quaid,1
Morgan Freeman,Randy Quaid,1
Gregory Smith,Michelle Trachtenberg,1
Gregory Smith,Rosie O'Donnell,1
Gregory Smith,Vanessa Chester,1
Michelle Trachtenberg,Rosie O'Donnell,1
Michelle Trachtenberg,Vanessa Chester,1
Rosie O'Donnell,Vanessa Chester,1
Carl Mccoy,Dylan Mcdermott,1
Carl Mccoy,John Lynch,1
Carl Mccoy,Stacey Travis,1
Dylan Mcdermott,John Lynch,1
Dylan Mcdermott,Stacey Travis,1
John Lynch,Stacey Travis,1
J. Trevor Edmond,James T. Callahan,1
J. Trevor Edmond,Kent Mccord,1
J. Trevor Edmond,Melinda Clarke,1
James T. Callahan,Kent Mccord,1
James T. Callahan,Melinda Clarke,1
Kent Mccord,Melinda Clarke,1
Ana De Armas,Edgar Ramirez,1
Ana De Armas,Gael Garcia Bernal,1
Ana De Armas,Penelope Cruz,1
Edgar Ramirez,Gael Garcia Bernal,1
Edgar Ramirez,Penelope Cruz,1
Gael Garcia Bernal,Penelope Cruz,1
Alisan Porter,Jim Belushi,1
Alisan Porter,John Getz,1
Alisan Porter,Kelly Lynch,1
Jim Belushi,John Getz,1
Jim Belushi,Kelly Lynch,1
John Getz,Kelly Lynch,1
Aunjanue Ellis-Taylor,Chris Kattan,1
Aunjanue Ellis-Taylor,Denise Richards,1
Aunjanue Ellis-Taylor,Eddie Griffin,1
Chris Kattan,Denise Richards,1
Chris Kattan,Eddie Griffin,1
Denise Richards,Eddie Griffin,1
Charlie Sheen,Leslie Hope,1
Emilio Estevez,Keith David,1
Emilio Estevez,Leslie Hope,1
Keith David,Leslie Hope,1
Mireille Enos,Rosario Dawson,1
Mireille Enos,Ryan Reynolds,1
Mireille Enos,Scott Speedman,1
Rosario Dawson,Ryan Reynolds,1
Rosario Dawson,Scott Speedman,1
Ryan Reynolds,Scott Speedman,1
Christopher Goutman,Farley Granger,1
Christopher Goutman,Lawrence Tierney,1
Christopher Goutman,Vicky Dawson,1
Farley Granger,Lawrence Tierney,1
Farley Granger,Vicky Dawson,1
Lawrence Tierney,Vicky Dawson,1
Chad Villella,Fabianne Therese,1
Chad Villella,Kristina Pesic,1
Chad Villella,Matt Bettinelli-Olpin,1
Fabianne Therese,Kristina Pesic,1
Fabianne Therese,Matt Bettinelli-Olpin,1
Kristina Pesic,Matt Bettinelli-Olpin,1
Janet Jackson,Malik Yoba,1
Janet Jackson,Sharon Leal,1
Janet Jackson,Tyler Perry,1
Malik Yoba,Sharon Leal,1
Malik Yoba,Tyler Perry,1
Sharon Leal,Tyler Perry,1
Anthony Anderson,Regina Hall,1
Eve,Regina Hall,1
Ice Cube,Regina Hall,1
Curtis Armstrong,Dane Cook,1
Curtis Armstrong,Ed Harris,1
Curtis Armstrong,Julie Bowen,1
Dane Cook,Ed Harris,1
Dane Cook,Julie Bowen,1
Ed Harris,Julie Bowen,1
Carol Kane,John Wood,1
Carol Kane,Stephen Collins,1
Carol Kane,Whoopi Goldberg,1
John Wood,Stephen Collins,1
John Wood,Whoopi Goldberg,1
Stephen Collins,Whoopi Goldberg,1
Benjamin Bratt,Ice Cube,1
Benjamin Bratt,Kevin Hart,1
Benjamin Bratt,Tika Sumpter,1
Kevin James,Kim Coates,1
Kevin James,Maurice Compte,1
Kevin James,Zulay Henao,1
Kim Coates,Maurice Compte,1
Kim Coates,Zulay Henao,1
Maurice Compte,Zulay Henao,1
Adam Devine,Liam Hemsworth,1
Adam Devine,Priyanka Chopra Jonas,1
Adam Devine,Rebel Wilson,1
Liam Hemsworth,Priyanka Chopra Jonas,1
Liam Hemsworth,Rebel Wilson,1
Priyanka Chopra Jonas,Rebel Wilson,1
Harvey Keitel,Julie Hamilton,1
Harvey Keitel,Kate Winslet,1
Harvey Keitel,Sophie Lee,1
Julie Hamilton,Kate Winslet,1
Julie Hamilton,Sophie Lee,1
Kate Winslet,Sophie Lee,1
John Cusack,Molly Shannon,1
John Cusack,Myleene Klass,1
John Cusack,Steve Buscemi,1
Molly Shannon,Myleene Klass,1
Molly Shannon,Steve Buscemi,1
Myleene Klass,Steve Buscemi,1
Jessica Biel,Jodelle Ferland,1
Jessica Biel,Stephen Mchattie,1
Jessica Biel,William B. Davis,1
Jodelle Ferland,Stephen Mchattie,1
Jodelle Ferland,William B. Davis,1
Stephen Mchattie,William B. Davis,1
Charlie Sheen,Clint Eastwood,1
Charlie Sheen,Raul Julia,1
Charlie Sheen,Sonia Braga,1
Clint Eastwood,Raul Julia,1
Clint Eastwood,Sonia Braga,1
Ashton Kutcher,Bernie Mac,1
Ashton Kutcher,Judith Scott,1
Ashton Kutcher,Zoe Saldana,1
Bernie Mac,Judith Scott,1
Bernie Mac,Zoe Saldana,1
Judith Scott,Zoe Saldana,1
Christian Slater,Courteney Cox,1
Christian Slater,Kurt Russell,1
Courteney Cox,Kevin Costner,1
Courteney Cox,Kurt Russell,1
Kevin Costner,Kurt Russell,1
Anupriya Goenka,Katrina Kaif,1
Anupriya Goenka,Nawab Shah,1
Anupriya Goenka,Salman Khan,1
Katrina Kaif,Nawab Shah,1
Christian Bale,Gary Oldman,1
Nawab Shah,Salman Khan,1
Hermione Corfield,Jay Paulson,1
Hermione Corfield,Micah Hauptman,1
Hermione Corfield,Sean O'Bryan,1
Jay Paulson,Micah Hauptman,1
Jay Paulson,Sean O'Bryan,1
Micah Hauptman,Sean O'Bryan,1
Adrien Brody,Jackie Chan,1
Adrien Brody,John Cusack,1
Adrien Brody,Si Won Choi,1
Jackie Chan,John Cusack,1
Jackie Chan,Si Won Choi,1
John Cusack,Si Won Choi,1
Dakota Fanning,Elizabeth Olsen,1
Dakota Fanning,Lenny Platt,1
Dakota Fanning,Sterling Jones,1
Elizabeth Olsen,Lenny Platt,1
Elizabeth Olsen,Sterling Jones,1
Lenny Platt,Sterling Jones,1
Brion James,Eddie Murphy,1
Brion James,Kevin Tighe,1
Brion James,Nick Nolte,1
Eddie Murphy,Kevin Tighe,1
Kevin Tighe,Nick Nolte,1
Aditya Geddada,Lucian-River Chauhan,1
Aditya Geddada,Octavia Spencer,1
Aditya Geddada,Riz Ahmed,1
Lucian-River Chauhan,Octavia Spencer,1
Lucian-River Chauhan,Riz Ahmed,1
Octavia Spencer,Riz Ahmed,1
Diane Keaton,Katie Holmes,1
Diane Keaton,Queen Latifah,1
Diane Keaton,Ted Danson,1
Katie Holmes,Queen Latifah,1
Katie Holmes,Ted Danson,1
Queen Latifah,Ted Danson,1
Chris Mcginn,Halle Berry,1
Chris Mcginn,Lew Temple,1
Chris Mcginn,Sage Correa,1
Halle Berry,Lew Temple,1
Halle Berry,Sage Correa,1
Lew Temple,Sage Correa,1
Jack Warden,Mark Harmon,1
Jack Warden,Meg Ryan,1
Jack Warden,Sean Connery,1
Mark Harmon,Meg Ryan,1
Mark Harmon,Sean Connery,1
Meg Ryan,Sean Connery,1
Martin Sheen,Richard Gere,1
Martin Sheen,Tamer Hassan,1
Martin Sheen,Topher Grace,1
Richard Gere,Tamer Hassan,1
Richard Gere,Topher Grace,1
Tamer Hassan,Topher Grace,1
Anthony Hopkins,Bridget Fonda,1
Anthony Hopkins,John Cusack,1
Anthony Hopkins,Matthew Broderick,1
Bridget Fonda,Matthew Broderick,1
John Cusack,Matthew Broderick,1
Arthur Hakalahti,Iben Akerlie,1
Arthur Hakalahti,Nat Wolff,1
Arthur Hakalahti,Priyanka Bose,1
Iben Akerlie,Nat Wolff,1
Iben Akerlie,Priyanka Bose,1
Nat Wolff,Priyanka Bose,1
Al Pacino,Alicia Witt,1
Al Pacino,Ben Mckenzie,1
Al Pacino,Leelee Sobieski,1
Alicia Witt,Ben Mckenzie,1
Alicia Witt,Leelee Sobieski,1
Ben Mckenzie,Leelee Sobieski,1
Ambyr Childers,Bill Sage,1
Ambyr Childers,Julia Garner,1
Ambyr Childers,Wyatt Russell,1
Bill Sage,Julia Garner,1
Bill Sage,Wyatt Russell,1
Julia Garner,Wyatt Russell,1
Al Michaels,Michael J. Fox,1
Al Michaels,Ralph Waite,1
Al Michaels,Sally Field,1
Michael J. Fox,Ralph Waite,1
Ralph Waite,Sally Field,1
Bresha Webb,Crystal Fox,1
Bresha Webb,Mehcad Brooks,1
Bresha Webb,Phylicia Rashad,1
Crystal Fox,Mehcad Brooks,1
Crystal Fox,Phylicia Rashad,1
Mehcad Brooks,Phylicia Rashad,1
Annie Potts,Jeffrey Jones,1
Annie Potts,John Candy,1
Annie Potts,Tim Thomerson,1
Jeffrey Jones,John Candy,1
Jeffrey Jones,Tim Thomerson,1
Christian Bale,Tom Hardy,1
Denis Leary,Josh Fadem,1
Denis Leary,Mackenzie Davis,1
Denis Leary,Nicholas Braun,1
Josh Fadem,Mackenzie Davis,1
Josh Fadem,Nicholas Braun,1
Mackenzie Davis,Nicholas Braun,1
Eric Roberts,Kim Basinger,1
Eric Roberts,Richard Gere,1
Eric Roberts,Uma Thurman,1
Kim Basinger,Richard Gere,1
Kim Basinger,Uma Thurman,1
Richard Gere,Uma Thurman,1
Allison Cratchley,Christopher James Baker,1
Allison Cratchley,Rhys Wakefield,1
Allison Cratchley,Richard Roxburgh,1
Christopher James Baker,Rhys Wakefield,1
Christopher James Baker,Richard Roxburgh,1
Rhys Wakefield,Richard Roxburgh,1
Patton Oswalt,Robert Wisdom,1
Patton Oswalt,Simon Baker,1
Patton Oswalt,Tanc Sade,1
Robert Wisdom,Simon Baker,1
Robert Wisdom,Tanc Sade,1
Simon Baker,Tanc Sade,1
Alyssa Milano,Keir O'Donnell,1
Alyssa Milano,Michael Weston,1
Alyssa Milano,Milo Ventimiglia,1
Keir O'Donnell,Michael Weston,1
Keir O'Donnell,Milo Ventimiglia,1
Michael Weston,Milo Ventimiglia,1
Batsheva Dance Company,Ben Schnetzer,1
Batsheva Dance Company,Daniel Bruhl,1
Batsheva Dance Company,Zina Zinchenko,1
Ben Schnetzer,Daniel Bruhl,1
Ben Schnetzer,Zina Zinchenko,1
Daniel Bruhl,Zina Zinchenko,1
Ben Stiller,Drew Barrymore,1
Ben Stiller,Eileen Essell,1
Ben Stiller,Harvey Fierstein,1
Drew Barrymore,Eileen Essell,1
Drew Barrymore,Harvey Fierstein,1
Eileen Essell,Harvey Fierstein,1
Christine Cavanaugh,Kath Soucie,1
Christine Cavanaugh,Melanie Chartoff,1
Elizabeth Daily,Kath Soucie,1
Elizabeth Daily,Melanie Chartoff,1
Kath Soucie,Melanie Chartoff,1
Eihi Shiina,Itsuji Itao,1
Eihi Shiina,Jiji Bu,1
Eihi Shiina,Yukihide Benny,1
Itsuji Itao,Jiji Bu,1
Itsuji Itao,Yukihide Benny,1
Jiji Bu,Yukihide Benny,1
David Duchovny,Ed Harris,1
David Duchovny,Julian Adams,1
David Duchovny,William Fichtner,1
Ed Harris,Julian Adams,1
Ed Harris,William Fichtner,1
Julian Adams,William Fichtner,1
Luke Goss,Paula Patton,1
Luke Goss,Priscilla Quintana,1
Luke Goss,William Fichtner,1
Paula Patton,Priscilla Quintana,1
Paula Patton,William Fichtner,1
Priscilla Quintana,William Fichtner,1
Colm Feore,Jackson Robert Scott,1
Colm Feore,Peter Mooney,1
Colm Feore,Taylor Schilling,1
Jackson Robert Scott,Peter Mooney,1
Jackson Robert Scott,Taylor Schilling,1
Peter Mooney,Taylor Schilling,1
Christopher Plummer,Diane Lane,1
Christopher Plummer,Elizabeth Perkins,1
Christopher Plummer,John Cusack,1
Diane Lane,Elizabeth Perkins,1
Diane Lane,John Cusack,1
Elizabeth Perkins,John Cusack,1
Gary Oldman,Jai Courtney,1
Gary Oldman,Kate Mara,1
Gary Oldman,Shia Labeouf,1
Jai Courtney,Kate Mara,1
Jai Courtney,Shia Labeouf,1
Kate Mara,Shia Labeouf,1
Christian Slater,Milla Jovovich,1
Christian Slater,Ric Roman Waugh,1
Christian Slater,Steve Holladay,1
Milla Jovovich,Ric Roman Waugh,1
Milla Jovovich,Steve Holladay,1
Ric Roman Waugh,Steve Holladay,1
Alan Alda,John Candy,1
Alan Alda,Kevin Pollak,1
Alan Alda,Rhea Perlman,1
John Candy,Kevin Pollak,1
John Candy,Rhea Perlman,1
Kevin Pollak,Rhea Perlman,1
James Caan,Judy Greer,1
James Caan,Keanu Reeves,1
James Caan,Vera Farmiga,1
Judy Greer,Keanu Reeves,1
Judy Greer,Vera Farmiga,1
Keanu Reeves,Vera Farmiga,1
Bill Milner,Maisie Williams,1
Bill Milner,Miranda Richardson,1
Bill Milner,Rory Kinnear,1
Maisie Williams,Miranda Richardson,1
Maisie Williams,Rory Kinnear,1
Miranda Richardson,Rory Kinnear,1
Ian Hart,Pierce Brosnan,1
Ian Hart,Polly Walker,1
Ian Hart,William Takaku,1
Pierce Brosnan,Polly Walker,1
Pierce Brosnan,William Takaku,1
Polly Walker,William Takaku,1
James Marsden,Kate Hudson,1
James Marsden,Lena Headey,1
James Marsden,Norman Reedus,1
Kate Hudson,Lena Headey,1
Kate Hudson,Norman Reedus,1
Lena Headey,Norman Reedus,1
Billy Crystal,Joe Viterelli,1
Joe Viterelli,Lisa Kudrow,1
Joe Viterelli,Robert De Niro,1
Bruce Willis,John Larroquette,1
Bruce Willis,Kim Basinger,1
Bruce Willis,William Daniels,1
John Larroquette,Kim Basinger,1
John Larroquette,William Daniels,1
Kim Basinger,William Daniels,1
Bette Midler,Colin Firth,1
Bette Midler,Helen Hunt,1
Carrie Henn,Michael Biehn,1
Colin Firth,Helen Hunt,1
Colin Firth,Matthew Broderick,1
David Caruso,Helen Hunt,1
David Caruso,Nicolas Cage,1
David Caruso,Samuel L. Jackson,1
Helen Hunt,Nicolas Cage,1
Helen Hunt,Samuel L. Jackson,1
Nicolas Cage,Samuel L. Jackson,1
Bobby Rhodes,Coralina Cataldi-Tassoni,1
Bobby Rhodes,David Edwin Knight,1
Bobby Rhodes,Nancy Brilli,1
Coralina Cataldi-Tassoni,David Edwin Knight,1
Coralina Cataldi-Tassoni,Nancy Brilli,1
David Edwin Knight,Nancy Brilli,1
Greta Gerwig,Julie Delpy,1
Greta Gerwig,Keaton Nigel Cooke,1
Greta Gerwig,Tracy Letts,1
Julie Delpy,Keaton Nigel Cooke,1
Julie Delpy,Tracy Letts,1
Keaton Nigel Cooke,Tracy Letts,1
Ben Affleck,Casey Affleck,1
Ben Affleck,Dave Chappelle,1
Ben Affleck,Guillermo Diaz,1
Casey Affleck,Dave Chappelle,1
Casey Affleck,Guillermo Diaz,1
Corinne Bohrer,Fred Savage,1
Corinne Bohrer,Judge Reinhold,1
Corinne Bohrer,Swoosie Kurtz,1
Fred Savage,Judge Reinhold,1
Fred Savage,Swoosie Kurtz,1
Judge Reinhold,Swoosie Kurtz,1
Kevin Conroy,Loren Lester,1
Kevin Conroy,Melissa Rauch,1
Kevin Conroy,Paget Brewster,1
Loren Lester,Melissa Rauch,1
Loren Lester,Paget Brewster,1
Melissa Rauch,Paget Brewster,1
Eva Birthistle,Jeremy Sheffield,1
Eva Birthistle,Rachel Shelley,1
Eva Birthistle,Stephen Campbell Moore,1
Jeremy Sheffield,Rachel Shelley,1
Jeremy Sheffield,Stephen Campbell Moore,1
Rachel Shelley,Stephen Campbell Moore,1
Eric Bana,Kelly Macdonald,1
Eric Bana,Ricky Gervais,1
Eric Bana,Vera Farmiga,1
Kelly Macdonald,Ricky Gervais,1
Kelly Macdonald,Vera Farmiga,1
Ricky Gervais,Vera Farmiga,1
Angela Bassett,Nick Cannon,1
Angela Bassett,Teyonah Parris,1
Angela Bassett,Wesley Snipes,1
Nick Cannon,Teyonah Parris,1
Nick Cannon,Wesley Snipes,1
Teyonah Parris,Wesley Snipes,1
Andrea Bowen,Michael J. Willett,1
Andrea Bowen,Paul Iacono,1
Andrea Bowen,Sasha Pieterse,1
Michael J. Willett,Paul Iacono,1
Michael J. Willett,Sasha Pieterse,1
Paul Iacono,Sasha Pieterse,1
Kerri Kenney,Lennie Loftin,1
Kerri Kenney,Robert Ben Garant,1
Kerri Kenney,Thomas Lennon,1
Lennie Loftin,Robert Ben Garant,1
Lennie Loftin,Thomas Lennon,1
Robert Ben Garant,Thomas Lennon,1
James Caan,Nicolas Cage,1
James Caan,Pat Morita,1
James Caan,Sarah Jessica Parker,1
Nicolas Cage,Pat Morita,1
Nicolas Cage,Sarah Jessica Parker,1
Pat Morita,Sarah Jessica Parker,1
Adrien Brody,Bruce Spence,1
Adrien Brody,Greg Poppleton,1
Adrien Brody,Jenni Baird,1
Bruce Spence,Greg Poppleton,1
Bruce Spence,Jenni Baird,1
Greg Poppleton,Jenni Baird,1
Common,James Pickens Jr.,1
Common,Paula Patton,1
Common,Queen Latifah,1
James Pickens Jr.,Paula Patton,1
James Pickens Jr.,Queen Latifah,1
Paula Patton,Queen Latifah,1
James Marsden,Kristen Wiig,1
James Marsden,Linda Cardellini,1
James Marsden,Wes Bentley,1
Kristen Wiig,Linda Cardellini,1
Kristen Wiig,Wes Bentley,1
Linda Cardellini,Wes Bentley,1
Bruce Willis,Dustin Hoffman,1
Bruce Willis,Loren Dean,1
Bruce Willis,Nicole Kidman,1
Dustin Hoffman,Loren Dean,1
Dustin Hoffman,Nicole Kidman,1
Loren Dean,Nicole Kidman,1
Eddie Murphy,Joe Don Baker,1
Eddie Murphy,Lane Smith,1
Eddie Murphy,Sheryl Lee Ralph,1
Joe Don Baker,Lane Smith,1
Joe Don Baker,Sheryl Lee Ralph,1
Lane Smith,Sheryl Lee Ralph,1
Burt Young,Hugh Grant,1
Burt Young,James Caan,1
Burt Young,Jeanne Tripplehorn,1
Hugh Grant,James Caan,1
Hugh Grant,Jeanne Tripplehorn,1
James Caan,Jeanne Tripplehorn,1
Billy Bob Thornton,Jacinda Barrett,1
Billy Bob Thornton,Jon Heder,1
Billy Bob Thornton,Michael Clarke Duncan,1
Jacinda Barrett,Jon Heder,1
Jacinda Barrett,Michael Clarke Duncan,1
Jon Heder,Michael Clarke Duncan,1
Brian Dennehy,Joanna Gleason,1
Brian Dennehy,Rachel Ticotin,1
Bryan Brown,Joanna Gleason,1
Bryan Brown,Rachel Ticotin,1
Joanna Gleason,Rachel Ticotin,1
Ashley Thomas,Harry Treadaway,1
Ashley Thomas,Michelle Ryan,1
Ashley Thomas,Rasmus Hardiker,1
Harry Treadaway,Michelle Ryan,1
Harry Treadaway,Rasmus Hardiker,1
Michelle Ryan,Rasmus Hardiker,1
Dana Carvey,Jon Lovitz,1
Dana Carvey,Nicolas Cage,1
Dana Carvey,Richard B. Shull,1
Jon Lovitz,Nicolas Cage,1
Jon Lovitz,Richard B. Shull,1
Nicolas Cage,Richard B. Shull,1
Bobby Deol,Raj Arjun,1
Bobby Deol,Sanya Malhotra,1
Bobby Deol,Vikrant Massey,1
Raj Arjun,Sanya Malhotra,1
Raj Arjun,Vikrant Massey,1
Sanya Malhotra,Vikrant Massey,1
Jamie Bell,Laurence Fox,1
Jamie Bell,Mike Downey,1
Jamie Bell,Ruaidhri Conroy,1
Laurence Fox,Mike Downey,1
Laurence Fox,Ruaidhri Conroy,1
Mike Downey,Ruaidhri Conroy,1
Asami,Kentaro Shimazu,1
Asami,Minase Yashiro,1
Asami,Nobuhiro Nishihara,1
Kentaro Shimazu,Minase Yashiro,1
Kentaro Shimazu,Nobuhiro Nishihara,1
Minase Yashiro,Nobuhiro Nishihara,1
Elijah Wood,John Cusack,1
Elijah Wood,Kerry Bishe,1
Elijah Wood,Tamsin Egerton,1
John Cusack,Kerry Bishe,1
John Cusack,Tamsin Egerton,1
Kerry Bishe,Tamsin Egerton,1
Fumiyo Kohinata,Hitomi Sato,1
Fumiyo Kohinata,Kyoko Fukada,1
Fumiyo Kohinata,Miki Nakatani,1
Hitomi Sato,Kyoko Fukada,1
Kyoko Fukada,Miki Nakatani,1
Jeffrey Tambor,Lesley Ann Warren,1
Jeffrey Tambor,Mel Brooks,1
Jeffrey Tambor,Stuart Pankin,1
Lesley Ann Warren,Mel Brooks,1
Lesley Ann Warren,Stuart Pankin,1
Mel Brooks,Stuart Pankin,1
Aurelien Recoing,Claude Perron,1
Aurelien Recoing,Eriq Ebouaney,1
Aurelien Recoing,Jean-Pierre Martins,1
Claude Perron,Eriq Ebouaney,1
Claude Perron,Jean-Pierre Martins,1
Eriq Ebouaney,Jean-Pierre Martins,1
Benoit Magimel,Camille Natta,1
Benoit Magimel,Christopher Lee,1
Benoit Magimel,Jean Reno,1
Camille Natta,Christopher Lee,1
Camille Natta,Jean Reno,1
Christopher Lee,Jean Reno,1
Abigail Breslin,Michelle Nolden,1
Abigail Breslin,Peter Outerbridge,1
Abigail Breslin,Stephen Mchattie,1
Michelle Nolden,Peter Outerbridge,1
Michelle Nolden,Stephen Mchattie,1
Peter Outerbridge,Stephen Mchattie,1
Jackie Chan,Tao Yin,1
Jackie Chan,Tian Jing,1
Jackie Chan,Ye Liu,1
Tao Yin,Tian Jing,1
Tao Yin,Ye Liu,1
Tian Jing,Ye Liu,1
Bill Murray,Laura Linney,1
Bill Murray,Samuel West,1
Laura Linney,Olivia Williams,1
Laura Linney,Samuel West,1
Olivia Williams,Samuel West,1
Drew Barrymore,Eric Bana,1
Drew Barrymore,Phyllis Somerville,1
Drew Barrymore,Robert Duvall,1
Eric Bana,Phyllis Somerville,1
Eric Bana,Robert Duvall,1
Phyllis Somerville,Robert Duvall,1
Joe Morton,Robin Williams,1
Joe Morton,Rory Culkin,1
Joe Morton,Toni Collette,1
Robin Williams,Rory Culkin,1
Robin Williams,Toni Collette,1
Rory Culkin,Toni Collette,1
Charlotte Rampling,Linda Hardy,1
Charlotte Rampling,Thomas Kretschmann,1
Charlotte Rampling,Yann Collette,1
Linda Hardy,Thomas Kretschmann,1
Linda Hardy,Yann Collette,1
Thomas Kretschmann,Yann Collette,1
Bruce Boxleitner,John Goodman,1
Bruce Boxleitner,Kelly Mcgillis,1
Bruce Boxleitner,Trini Alvarado,1
John Goodman,Kelly Mcgillis,1
John Goodman,Trini Alvarado,1
Kelly Mcgillis,Trini Alvarado,1
Blythe Danner,Rachel Bilson,1
Blythe Danner,Richard Jenkins,1
Blythe Danner,Tom Sturridge,1
Rachel Bilson,Richard Jenkins,1
Rachel Bilson,Tom Sturridge,1
Richard Jenkins,Tom Sturridge,1
Arvind Swami,Kangana Ranaut,1
Arvind Swami,Samuthirakani,1
Kangana Ranaut,Nassar,1
Kangana Ranaut,Samuthirakani,1
Nassar,Samuthirakani,1
David Arquette,Joseph Fiennes,1
David Arquette,Ty Burrell,1
David Arquette,Winona Ryder,1
Joseph Fiennes,Ty Burrell,1
Joseph Fiennes,Winona Ryder,1
